logFC,AveExpr,t,P.Value,adj.P.Val,B,id
3.45007386914887,6.50899249365351,29.0676049941587,3.56202529128037e-15,1.84895827807136e-11,24.4976665906367,IL20
3.22824617398929,7.49738815579917,27.2171508855774,9.90835324188986e-15,4.11454276722718e-11,23.6211678634434,PGR
2.47193675808827,6.58617142990625,31.7102249409942,9.17052447339135e-16,6.34691998803416e-12,25.6250703816305,CXCL12
-2.34221285467454,6.14380421535703,-10.8335000555014,9.84636010773397e-09,7.09861024016946e-07,10.3690193751199,NTN4
-2.01625384432492,6.85969598002035,-17.8564910886792,6.42646127911393e-12,3.81236044394979e-09,17.6588332609596,ERBB4
-1.93891857091105,4.37036575314965,-13.9556487005548,2.55728290518228e-10,4.78350134777474e-08,14.0435083333894,MME
-1.93702857053011,5.77354362995532,-8.01868207914114,5.74698898326269e-07,1.5200602835603e-05,6.21760831447203,ACKR3
1.91412432620047,5.51990329671267,14.7081192882577,1.17711867682092e-10,2.77733125986737e-08,14.8142471560514,HEY2
-1.90838108570591,6.56717130299476,-17.1891222388096,1.14279690744499e-11,5.27286493095119e-09,17.1019523804325,BLNK
-1.90441874801622,8.53130597188675,-15.8656867762083,3.80848837752576e-11,1.19811582094799e-08,15.9270304836087,NPNT
-1.87961663777661,6.98317280432306,-13.956496229546,2.55499772837859e-10,4.78350134777474e-08,14.0443988321016,RNF144B
1.86876687745224,5.70546088528766,17.6995150066755,7.34518141513161e-12,3.95571063670099e-09,17.5298723248055,ADORA1
1.85169672143706,5.98654137042782,9.67941654405708,4.70147336783382e-08,2.3186862597704e-06,8.77788370273908,IGF2
-1.83140548156817,9.07307635567864,-25.5513266353625,2.63955847862577e-14,9.13419211528447e-11,22.7621524954467,TP53INP1
-1.75169011072337,6.57377536950819,-14.6720312194399,1.22077445119303e-10,2.785378014299e-08,14.7781697250174,TNS3
1.71022038601953,7.9691201246656,12.397256920312,1.43885869089265e-09,1.69744448857978e-07,12.3134567462193,MGP
1.68450325484456,8.27383627324422,14.0950241180679,2.20902612217427e-10,4.36819136901947e-08,14.189256972583,NPY1R
1.67615923566496,6.75885981343932,17.6860580968493,7.43017458129068e-12,3.95571063670099e-09,17.5187599018049,MYBL1
-1.66651659474613,5.58254803105037,-8.97308991660965,1.31113064880078e-07,4.92592599610419e-06,7.73036633385081,TFPI
1.59015375510583,5.38204742545934,11.9293939521911,2.50365548436668e-09,2.49920186643775e-07,11.755201226616,GATA4
-1.58107801812136,5.24795154962887,-8.40473145377744,3.11936425404155e-07,9.56681831708488e-06,6.84348333693122,CDK6
-1.57194892756982,4.37864047376051,-9.54226285009882,5.71296350383384e-08,2.62648830257434e-06,8.57904924276833,CDKN2B
1.52370434557595,6.88265440872262,15.546485765119,5.16007959111409e-11,1.54432865351491e-08,15.6285382972211,FHL2
-1.48489834779466,5.60516166711153,-12.7642727793961,9.42954574658673e-10,1.21605998966696e-07,12.738287382541,SLIT2
-1.48327655282995,8.64470541610025,-19.0565407611751,2.39408038019734e-12,1.98833163736149e-09,18.605761753062,RBL2
-1.44624761280118,7.59068300352153,-19.8710044334461,1.26482196589929e-12,1.31307492389835e-09,19.2116024861386,BTG2
1.43532456849391,10.1925241618644,16.0395670237131,3.23510308157415e-11,1.06619754417022e-08,16.0870671396247,HSPB8
1.42746277541346,7.44173121289896,14.5633588767527,1.36290386312615e-10,3.02222403189625e-08,14.669000980507,SERPINA1
-1.4134245712193,5.48753295560088,-11.1882211522174,6.24826144352638e-09,5.00247614183514e-07,10.8302882497933,CTNND2
-1.41282236033114,7.93746582022665,-13.0396342882422,6.91287456431508e-10,9.63302111267611e-08,13.0497628285007,GRB14
-1.40101412797391,7.32823339945011,-17.0686149798805,1.27070911073126e-11,5.73559418828547e-09,16.998947428527,SOCS2
1.39874753427032,8.05193288967672,13.1587553316971,6.05437326352689e-10,8.79069594899362e-08,13.1826291592404,RET
1.37849554039902,5.94792226467557,12.3460521226893,1.52749311741011e-09,1.71434268090736e-07,12.2532844529059,SOX3
